slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
filedrive,Filedrive,filedrive.png,GraphSplit tool that splits large datasets into graph slices optimized for Filecoin storage deals while preserving file system structure,"https://github.com/filedrive-team/go-graphsplit",,,filedrive-team/go-graphsplit,,,,,FALSE,
filfox,FilFox,filfox.png,"Filecoin blockchain explorer tracking network statistics including block height, active miners, network storage power, circulating supply, daily messages, and transaction data.","https://filfox.info/en","https://filfox.info/api/v1/docs/static/index.html",,,,Filfoxofficial,,contact@filfox.io,FALSE,
filplus-datacap-stats,FilPlus DataCap Stats,filplus-datacap-stats.png,"Dashboard for the Filecoin Plus (Fil+) program that tracks DataCap allocation and spending, client statistics, active storage provider counts, and network storage metrics.","https://datacapstats.io/",,,,,,,,FALSE,
filscan,FilScan,filscan.png,"Filecoin blockchain explorer providing network statistics, block and message lookups, storage market data, and network health metrics for the Filecoin network.","https://filscan.io/",,,,,,,,FALSE,
finchpay,Finchpay,finchpay.png,"Regulated Virtual Asset Service Provider (VASP) for fiat-to-crypto onboarding with competitive rates and robust safety standards.","https://finchpay.io/","https://finchpay.io/faq",,,,,,support@finchpay.io,FALSE,
fireblocks,Fireblocks,fireblocks.png,"Digital asset and stablecoin infrastructure platform for institutions, providing MPC-based wallet security, custody, treasury management, tokenization, and embedded wallet services at scale.","https://www.fireblocks.com/","https://developers.fireblocks.com/docs/introduction",FireblocksHQ,fireblocks,fireblocks,,company/fireblocks,,FALSE,
flare,Flare,flare.png,EVM-compatible Layer 1 blockchain providing enshrined data protocols including the Flare Time Series Oracle (FTSO) for decentralized price feeds and the Flare Data Connector (FDC) for cross-chain data attestations.,"https://flare.network/","https://dev.flare.network/",FlareNetworks,flare-foundation,flarenetwork,FlareNetwork,company/flarenetwork,info@flare.network,FALSE,
flare-metrics,Flare Metrics,flare-metrics.png,"Analytics dashboard for the Flare network tracking FTSO data providers, validator staking, FAssets minting and redemption activity, rewards, and overall network performance metrics.","https://flaremetrics.io/",,,,,,,,FALSE,
flare-network,Flare Network,flare-network.png,"EVM-compatible Layer 1 blockchain designed for data, featuring enshrined oracle protocols (FTSO for decentralized price feeds, FDC for cross-chain data attestation) and an FAssets system for bridging non-smart-contract tokens.","https://flare.network/","https://dev.flare.network/",FlareNetworks,flare-foundation,,FlareNetwork,,info@flare.network,FALSE,
flare-space,Flare.Space,flare-space.png,Analytics and data platform providing insights and metrics for Flare Network applications and ecosystem activity,"https://flare.space/",,,,,,,info@flarespace.com,FALSE,
flare-systems,Flare Systems,flare-systems.png,"Official Flare network explorer for inspecting FTSO signal providers, validators, FAssets agents, reward epoch data, and voting performance across Flare mainnet and Coston2 testnet.","https://flare-systems-explorer.flare.network/",,FlareNetworks,flare-foundation,,FlareNetwork,,,FALSE,
flexa,Flexa,flexa.png,"Digital payment network enabling instant, fraud-proof payments at major retailers","https://flexa.co/","https://docs.flexa.co/introduction",FlexaHQ,flexa,,,company/flexahq,support@flexa.co,FALSE,
fluvi,Fluvi,fluvi.png,Non-custodial smart contract wallet enabling user custody without private key management,"https://fluviwallet.xyz/","https://docs.fluviwallet.xyz/",fluviweb3,,,,,,FALSE,
fonbnk,Fonbnk,fonbnk.png,"Stablecoin settlement layer for global commerce, converting prepaid mobile payments into stablecoins to enable cross-border treasury flows, FX, and instant liquidity for cash-based economies.","https://www.fonbnk.com/",,fonbnk1,fonbnk,,+nQV508SoBgliNzA0,company/fonbnk,hello@fonbnk.com,FALSE,
footprint-analytics,Footprint Analytics,footprint-analytics.png,"Blockchain analytics platform providing no-code dashboards and data visualizations for DeFi, NFTs, and GameFi across 30+ networks, with SQL and Python access and AI-powered analytics tools.","https://www.footprint.network/","https://docs.footprint.network/docs/get-started",Footprint_Data,,,,,,FALSE,
forge,Forge,forge.png,"Build, test, and deploy tool for Solidity smart contracts, part of the Foundry toolkit, supporting fast compilation, fuzz testing, invariant testing, and deployment scripting via a command-line interface.","https://www.getfoundry.sh/forge",,,,,,,,FALSE,
forta,Forta,forta.png,"Decentralized blockchain monitoring and security network providing real-time threat detection, security intelligence, detection bots, APIs, and exploit-prevention infrastructure.","https://www.forta.org/","https://docs.forta.network/",FortaNetwork,forta-network,KACdTEutQq,,company/fortafoundation,info@forta.org,FALSE,
foundry,Foundry,foundry.png,"Portable, modular toolkit for Ethereum application development written in Rust, consisting of Forge (build, test, and deploy), Cast (command-line chain interaction tool), Anvil (local development node), and Chisel (interactive Solidity REPL).","https://www.getfoundry.sh/","https://www.getfoundry.sh/",,foundry-rs,,,,,FALSE,
foxwallet,FoxWallet,foxwallet.png,"Non-custodial mobile and browser-extension wallet supporting 100+ blockchain networks, with locally encrypted private keys, third-party security audits, and built-in DeFi and NFT support.","https://foxwallet.com/","https://hc.foxwallet.com/docs",FoxWallet,foxwallet,,FoxWallet_EN,,support@foxwallet.com,FALSE,
freighter,Freighter,freighter.png,Browser extension wallet for the Stellar network enabling users to manage XLM and Stellar assets and connect to Stellar applications.,"https://www.freighter.app/","https://docs.freighter.app/",,,,,,,FALSE,
friendbot,Friendbot,friendbot.png,Stellar testnet faucet providing free testnet lumens (XLM) to developers for testing applications on the Stellar test network.,"https://stellar.org/",,,,,,,,FALSE,
frontier,Frontier,frontier.png,"Non-custodial multi-chain wallet for crypto, DeFi, and NFTs with open-source code, transaction simulation for fraud prevention, and native dApp browser integration.","https://www.frontier.xyz/",,FrontierDotXYZ,,,FrontierDotXYZ,,,FALSE,
func,FunC,func.png,"The lower-level, C-like programming language used to write raw smart contracts for the TON Virtual Machine (TVM)","https://docs.ton.org/","https://docs.ton.org/languages/func/overview",,,,,,,FALSE,
fuzzlib,Fuzzlib,fuzzlib.png,"General-purpose, unopinionated Solidity fuzzing library supporting both stateful and stateless fuzz testing of smart contracts.",,,,perimetersec/fuzzlib,,,,,FALSE,
fxwallet,FxWallet,fxwallet.png,Non-custodial multi-chain cryptocurrency wallet enabling secure asset management across blockchain networks,"https://www.fxwallet.com/",,,,,,,,FALSE,
garden,Garden,garden.png,"Bitcoin-native cross-chain bridge providing fast, secure BTC transfers to EVM networks via cryptographic order matching and competitive relayers, with a production-ready SDK and API.","https://garden.finance/","https://docs.garden.finance/",gardenfi,gardenfi,,,,,FALSE,
gas-zip,Gas.zip,gas-zip.png,"Gas-refuel bridge operated by Size Research, Inc., providing cross-chain gas distribution, API integrations, and transaction exploration across 350+ blockchain networks.","https://www.gas.zip/","https://dev.gas.zip/",gasdotzip,gasdotzip,gasdotzip,gatewei,,team@gas.zip,FALSE,
gate,Gate,gate.png,"Non-custodial Web3 wallet and DEX from Gate.io supporting cross-chain swaps, DeFi trading, and DApp access across multiple blockchains.","https://web3.gate.com/",,,,,,,,FALSE,
gateway-fm,Gateway.fm,gateway-fm.png,"Enterprise-grade Web3 infrastructure platform providing high-performance RPC services, custom rollup deployment, and validator node management with 99.99% uptime, built by core Ethereum and CDK-erigon contributors.","https://gateway.fm/","https://docs.gateway.fm/",gateway_eth,gateway-fm,invite/77vtmKNbkf,gatewayfm,,,FALSE,
geckoterminal,GeckoTerminal,geckoterminal.png,"DEX analytics and token price tracking tool by CoinGecko, providing real-time price charts, liquidity pool data, and trading history across decentralized exchanges on multiple chains.","https://www.geckoterminal.com/","https://api.geckoterminal.com/docs/index.html",,,,,,,FALSE,
gelato,Gelato,gelato.png,"Web3 developer platform providing smart wallet infrastructure, paymasters, bundlers, gasless transaction support, and custom rollup deployment across 100+ chains with ERC-4337 and ERC-7702 compatibility.","https://gelato.cloud/","https://docs.gelato.cloud/",gelatonetwork,gelatodigital,gelatodigital,gelatonetwork,company/gelatonetwork,,FALSE,
gem,Gem,gem.png,"Open-source, self-custodial mobile crypto wallet supporting 100+ blockchains with zero tracking, built-in DEX swaps via a native aggregator, and fiat on-ramp for in-app purchases.","https://gemwallet.com/","https://docs.gemwallet.com/",gemwallet,gemwalletcom,4jpxtwT8r6,gemwallet,,support@gemwallet.com,FALSE,
gerowallet,GeroWallet,gerowallet.png,"Non-custodial Cardano browser extension wallet and multi-chain dashboard with an integrated crypto debit card, ADA staking, token swapping, and on-chain governance participation.","https://gerowallet.io/",,gerowallet,,CK9RADpAcZ,gerowallet,,support@gerowallet.io,FALSE,
getblock,GetBlock,getblock.png,"Multi-chain RPC node service providing shared and dedicated node access to 100+ blockchain protocols via JSON-RPC, REST, WebSocket, and GraphQL APIs, with monitoring dashboards.","https://getblock.io/","https://docs.getblock.io/",getblockio,getblock-io,,getblockio_eng,,,FALSE,
getsepolia,GetSepolia,getsepolia.png,"Open-source Ethereum Sepolia developer utility providing a free testnet ETH faucet and optional larger paid Sepolia ETH provisioning.","https://getsepolia.2bd.net/","https://github.com/getsepolia/getsepolia/blob/main/README.md",,getsepolia/getsepolia,,,,getsepolia@protonmail.de,FALSE,
ghost,GHOST,ghost.png,"Cross-chain interoperability ecosystem including a Layer-1 blockchain built on Substrate, collateralized NFT tools, a decentralized NFT auction marketplace, and a reserve currency protocol.","https://ghostchain.io/","https://docs.ghostchain.io/",realGhostChain,realGhostChain,,realGhostChain,,,FALSE,
ghostgraph,GhostGraph,ghostgraph.png,"Blockchain data R&D studio offering GhostGraph, an indexing solution that lets developers write index transformation logic in Solidity and query onchain data via hosted GraphQL endpoints.",,,,,,,,,FALSE,
ginco,Ginco,ginco.png,"Web3 infrastructure and development platform providing wallets, APIs, SDKs, and blockchain node services supporting 60+ cryptocurrency assets across 30+ blockchain networks","https://ginco.com/",,,,,,,,FALSE,
github,GitHub,github.png,Official GitHub MCP (Model Context Protocol) Server enabling AI agents and assistants to interact with GitHub repositories,"https://github.com/","https://github.com/github/github-mcp-server",github,github,,,,github,FALSE,
glassnode,Glassnode,glassnode.png,"Digital asset market intelligence platform providing on-chain analytics, metrics, and research for Bitcoin, Ethereum, and other crypto assets.","https://glassnode.com/","https://docs.glassnode.com/",glassnode,glassnode,glassnode,,company/glassnode,,FALSE,
glif,Glif,glif.png,DePIN yield optimization protocol that enables token holders to earn returns on decentralized storage and DePIN network assets.,"https://www.glif.io/",,glifio,glifio,,glifio,,,FALSE,
go-ethereum,Go Ethereum,go-ethereum.png,"Official Go implementation of the Ethereum protocol, providing a full node plus Go packages for JSON-RPC clients, accounts, transactions, smart contracts, and EVM development.","https://geth.ethereum.org/","https://geth.ethereum.org/docs/",go_ethereum,ethereum/go-ethereum,nthXNEv,,,,FALSE,
goldsky,Goldsky,goldsky.png,"Real-time blockchain data platform offering streaming pipelines (Mirror), subgraph indexing, and Edge RPC services for onchain application development.","https://goldsky.com/","https://docs.goldsky.com/introduction",goldskyio,goldsky-io,,,company/goldsky-io,support@goldsky.com,FALSE,
google-cloud,Google Cloud,google-cloud.png,"Google Cloud infrastructure and services for Web3 projects, including node hosting, on-chain data analytics, scalable APIs, and a startup program.","https://cloud.google.com/web3","https://docs.cloud.google.com/docs",googlecloud,GoogleCloudPlatform,,,,,FALSE,
goplausible,GoPlausible,goplausible.png,"Algorand MCP server enabling AI agents to interact with the Algorand blockchain — wallet management, transactions, smart contracts, and ASAs","https://goplausible.com/","https://github.com/GoPlausible/algorand-mcp#readme",GoPlausible,GoPlausible,,,company/goplausible,info@GoPlausible.com,FALSE,
goplus,Goplus,goplus.png,"Provides an open, permissionless Web3 security infrastructure offering a suite of APIs for token, smart contract, and dApp security across over 70 blockchains","https://gopluslabs.io/en","https://docs.gopluslabs.io/docs/getting-started",,GoPlusSecurity,,,,,FALSE,
